trainable params: 2,785,280 || all params: 9,402,736,640 || trainable%: 0.0296
train_dataset: Dataset({
    features: ['input_ids', 'labels'],
    num_rows: 1
})
val_dataset: Dataset({
    features: ['input_ids', 'output_ids'],
    num_rows: 2
})
test_dataset: Dataset({
    features: ['input_ids', 'output_ids'],
    num_rows: 2
})
{'loss': 0.1384, 'grad_norm': 0.061767578125, 'learning_rate': 0.0004983333333333334, 'epoch': 10.0}
{'loss': 0.0, 'grad_norm': 9.1552734375e-05, 'learning_rate': 0.000135, 'epoch': 2190.0}
{'loss': 0.0, 'grad_norm': 8.678436279296875e-05, 'learning_rate': 0.00013333333333333334, 'epoch': 2200.0}
{'loss': 0.0, 'grad_norm': 8.20159912109375e-05, 'learning_rate': 0.00013166666666666665, 'epoch': 2210.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 0.00013000000000000002, 'epoch': 2220.0}
{'loss': 0.0, 'grad_norm': 9.1552734375e-05, 'learning_rate': 0.00012833333333333333, 'epoch': 2230.0}
{'loss': 0.0, 'grad_norm': 8.726119995117188e-05, 'learning_rate': 0.0001266666666666667, 'epoch': 2240.0}
{'loss': 0.0, 'grad_norm': 8.487701416015625e-05, 'learning_rate': 0.000125, 'epoch': 2250.0}
{'loss': 0.0, 'grad_norm': 9.393692016601562e-05, 'learning_rate': 0.00012333333333333334, 'epoch': 2260.0}
{'loss': 0.0, 'grad_norm': 8.916854858398438e-05, 'learning_rate': 0.00012166666666666668, 'epoch': 2270.0}
{'loss': 0.0, 'grad_norm': 8.916854858398438e-05, 'learning_rate': 0.00012, 'epoch': 2280.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 0.00011833333333333334, 'epoch': 2290.0}
{'loss': 0.0, 'grad_norm': 8.535385131835938e-05, 'learning_rate': 0.00011666666666666667, 'epoch': 2300.0}
{'loss': 0.0, 'grad_norm': 8.630752563476562e-05, 'learning_rate': 0.000115, 'epoch': 2310.0}
{'loss': 0.0, 'grad_norm': 8.678436279296875e-05, 'learning_rate': 0.00011333333333333333, 'epoch': 2320.0}
{'loss': 0.0, 'grad_norm': 8.535385131835938e-05, 'learning_rate': 0.00011166666666666667, 'epoch': 2330.0}
{'loss': 0.0, 'grad_norm': 8.58306884765625e-05, 'learning_rate': 0.00011, 'epoch': 2340.0}
{'loss': 0.0, 'grad_norm': 9.107589721679688e-05, 'learning_rate': 0.00010833333333333334, 'epoch': 2350.0}
{'loss': 0.0, 'grad_norm': 8.535385131835938e-05, 'learning_rate': 0.00010666666666666668, 'epoch': 2360.0}
{'loss': 0.0, 'grad_norm': 8.630752563476562e-05, 'learning_rate': 0.000105, 'epoch': 2370.0}
{'loss': 0.0, 'grad_norm': 8.7738037109375e-05, 'learning_rate': 0.00010333333333333333, 'epoch': 2380.0}
{'loss': 0.0, 'grad_norm': 9.059906005859375e-05, 'learning_rate': 0.00010166666666666667, 'epoch': 2390.0}
{'loss': 0.0, 'grad_norm': 8.869171142578125e-05, 'learning_rate': 0.0001, 'epoch': 2400.0}
{'loss': 0.0, 'grad_norm': 8.249282836914062e-05, 'learning_rate': 9.833333333333333e-05, 'epoch': 2410.0}
{'loss': 0.0, 'grad_norm': 9.107589721679688e-05, 'learning_rate': 9.666666666666667e-05, 'epoch': 2420.0}
{'loss': 0.0, 'grad_norm': 8.440017700195312e-05, 'learning_rate': 9.5e-05, 'epoch': 2430.0}
{'loss': 0.0, 'grad_norm': 8.678436279296875e-05, 'learning_rate': 9.333333333333334e-05, 'epoch': 2440.0}
{'loss': 0.0, 'grad_norm': 8.630752563476562e-05, 'learning_rate': 9.166666666666667e-05, 'epoch': 2450.0}
{'loss': 0.0, 'grad_norm': 8.7738037109375e-05, 'learning_rate': 8.999999999999999e-05, 'epoch': 2460.0}
{'loss': 0.0, 'grad_norm': 8.7738037109375e-05, 'learning_rate': 8.833333333333333e-05, 'epoch': 2470.0}
{'loss': 0.0, 'grad_norm': 9.059906005859375e-05, 'learning_rate': 8.666666666666667e-05, 'epoch': 2480.0}
{'loss': 0.0, 'grad_norm': 8.487701416015625e-05, 'learning_rate': 8.5e-05, 'epoch': 2490.0}
{'loss': 0.0, 'grad_norm': 8.535385131835938e-05, 'learning_rate': 8.333333333333333e-05, 'epoch': 2500.0}
{'eval_rouge-1': 77.09934999999999, 'eval_rouge-2': 68.7324, 'eval_rouge-l': 21.14645, 'eval_bleu-4': 0.10916169823156022, 'eval_runtime': 14.3534, 'eval_samples_per_second': 0.139, 'eval_steps_per_second': 0.07, 'epoch': 2500.0}
{'loss': 0.0, 'grad_norm': 8.487701416015625e-05, 'learning_rate': 8.166666666666667e-05, 'epoch': 2510.0}
{'loss': 0.0, 'grad_norm': 8.96453857421875e-05, 'learning_rate': 8e-05, 'epoch': 2520.0}
{'loss': 0.0, 'grad_norm': 9.012222290039062e-05, 'learning_rate': 7.833333333333334e-05, 'epoch': 2530.0}
{'loss': 0.0, 'grad_norm': 8.916854858398438e-05, 'learning_rate': 7.666666666666667e-05, 'epoch': 2540.0}
{'loss': 0.0, 'grad_norm': 8.535385131835938e-05, 'learning_rate': 7.5e-05, 'epoch': 2550.0}
{'loss': 0.0, 'grad_norm': 9.1552734375e-05, 'learning_rate': 7.333333333333333e-05, 'epoch': 2560.0}
{'loss': 0.0, 'grad_norm': 8.20159912109375e-05, 'learning_rate': 7.166666666666667e-05, 'epoch': 2570.0}
{'loss': 0.0, 'grad_norm': 8.630752563476562e-05, 'learning_rate': 7.000000000000001e-05, 'epoch': 2580.0}
{'loss': 0.0, 'grad_norm': 8.249282836914062e-05, 'learning_rate': 6.833333333333333e-05, 'epoch': 2590.0}
{'loss': 0.0, 'grad_norm': 8.249282836914062e-05, 'learning_rate': 6.666666666666667e-05, 'epoch': 2600.0}
{'loss': 0.0, 'grad_norm': 9.012222290039062e-05, 'learning_rate': 6.500000000000001e-05, 'epoch': 2610.0}
{'loss': 0.0, 'grad_norm': 8.726119995117188e-05, 'learning_rate': 6.333333333333335e-05, 'epoch': 2620.0}
{'loss': 0.0, 'grad_norm': 8.869171142578125e-05, 'learning_rate': 6.166666666666667e-05, 'epoch': 2630.0}
{'loss': 0.0, 'grad_norm': 8.296966552734375e-05, 'learning_rate': 6e-05, 'epoch': 2640.0}
{'loss': 0.0, 'grad_norm': 8.96453857421875e-05, 'learning_rate': 5.833333333333333e-05, 'epoch': 2650.0}
{'loss': 0.0, 'grad_norm': 8.630752563476562e-05, 'learning_rate': 5.6666666666666664e-05, 'epoch': 2660.0}
{'loss': 0.0, 'grad_norm': 9.489059448242188e-05, 'learning_rate': 5.5e-05, 'epoch': 2670.0}
{'loss': 0.0, 'grad_norm': 8.58306884765625e-05, 'learning_rate': 5.333333333333334e-05, 'epoch': 2680.0}
{'loss': 0.0, 'grad_norm': 8.726119995117188e-05, 'learning_rate': 5.1666666666666664e-05, 'epoch': 2690.0}
{'loss': 0.0, 'grad_norm': 8.726119995117188e-05, 'learning_rate': 5e-05, 'epoch': 2700.0}
{'loss': 0.0, 'grad_norm': 8.249282836914062e-05, 'learning_rate': 4.8333333333333334e-05, 'epoch': 2710.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 4.666666666666667e-05, 'epoch': 2720.0}
{'loss': 0.0, 'grad_norm': 8.630752563476562e-05, 'learning_rate': 4.4999999999999996e-05, 'epoch': 2730.0}
{'loss': 0.0, 'grad_norm': 8.392333984375e-05, 'learning_rate': 4.3333333333333334e-05, 'epoch': 2740.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 4.1666666666666665e-05, 'epoch': 2750.0}
{'loss': 0.0, 'grad_norm': 8.487701416015625e-05, 'learning_rate': 4e-05, 'epoch': 2760.0}
{'loss': 0.0, 'grad_norm': 8.869171142578125e-05, 'learning_rate': 3.8333333333333334e-05, 'epoch': 2770.0}
{'loss': 0.0, 'grad_norm': 8.726119995117188e-05, 'learning_rate': 3.6666666666666666e-05, 'epoch': 2780.0}
{'loss': 0.0, 'grad_norm': 8.916854858398438e-05, 'learning_rate': 3.5000000000000004e-05, 'epoch': 2790.0}
{'loss': 0.0, 'grad_norm': 8.678436279296875e-05, 'learning_rate': 3.3333333333333335e-05, 'epoch': 2800.0}
{'loss': 0.0, 'grad_norm': 8.535385131835938e-05, 'learning_rate': 3.166666666666667e-05, 'epoch': 2810.0}
{'loss': 0.0, 'grad_norm': 8.535385131835938e-05, 'learning_rate': 3e-05, 'epoch': 2820.0}
{'loss': 0.0, 'grad_norm': 8.487701416015625e-05, 'learning_rate': 2.8333333333333332e-05, 'epoch': 2830.0}
{'loss': 0.0, 'grad_norm': 8.96453857421875e-05, 'learning_rate': 2.666666666666667e-05, 'epoch': 2840.0}
{'loss': 0.0, 'grad_norm': 9.012222290039062e-05, 'learning_rate': 2.5e-05, 'epoch': 2850.0}
{'loss': 0.0, 'grad_norm': 8.678436279296875e-05, 'learning_rate': 2.3333333333333336e-05, 'epoch': 2860.0}
{'loss': 0.0, 'grad_norm': 8.916854858398438e-05, 'learning_rate': 2.1666666666666667e-05, 'epoch': 2870.0}
{'loss': 0.0, 'grad_norm': 8.440017700195312e-05, 'learning_rate': 2e-05, 'epoch': 2880.0}
{'loss': 0.0, 'grad_norm': 8.7738037109375e-05, 'learning_rate': 1.8333333333333333e-05, 'epoch': 2890.0}
{'loss': 0.0, 'grad_norm': 8.916854858398438e-05, 'learning_rate': 1.6666666666666667e-05, 'epoch': 2900.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 1.5e-05, 'epoch': 2910.0}
{'loss': 0.0, 'grad_norm': 8.678436279296875e-05, 'learning_rate': 1.3333333333333335e-05, 'epoch': 2920.0}
{'loss': 0.0, 'grad_norm': 8.869171142578125e-05, 'learning_rate': 1.1666666666666668e-05, 'epoch': 2930.0}
{'loss': 0.0, 'grad_norm': 8.678436279296875e-05, 'learning_rate': 1e-05, 'epoch': 2940.0}
{'loss': 0.0, 'grad_norm': 8.630752563476562e-05, 'learning_rate': 8.333333333333334e-06, 'epoch': 2950.0}
{'loss': 0.0, 'grad_norm': 8.392333984375e-05, 'learning_rate': 6.6666666666666675e-06, 'epoch': 2960.0}
{'loss': 0.0, 'grad_norm': 8.916854858398438e-05, 'learning_rate': 5e-06, 'epoch': 2970.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 3.3333333333333337e-06, 'epoch': 2980.0}
{'loss': 0.0, 'grad_norm': 8.678436279296875e-05, 'learning_rate': 1.6666666666666669e-06, 'epoch': 2990.0}
{'loss': 0.0, 'grad_norm': 8.7738037109375e-05, 'learning_rate': 0.0, 'epoch': 3000.0}
{'eval_rouge-1': 77.09934999999999, 'eval_rouge-2': 68.7324, 'eval_rouge-l': 21.14645, 'eval_bleu-4': 0.10916169823156022, 'eval_runtime': 14.4173, 'eval_samples_per_second': 0.139, 'eval_steps_per_second': 0.069, 'epoch': 3000.0}
{'train_runtime': 1517.935, 'train_samples_per_second': 1.976, 'train_steps_per_second': 1.976, 'train_loss': 0.0004687243700027466, 'epoch': 3000.0}
